#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef50_A0A1Q9EEX7    -          YP_009664532.1       -            5.3e-59  210.6 245.7   1.4e+02   13.7   2.4  29.2   1   1  31  32  32  32   0 Uncharacterized protein n=1 Tax=Symbiodinium microadriaticum TaxID=2951 RepID=A0A1Q9EEX7_SYMMI
UniRef50_A0A2T0B9J4    -          YP_009664532.1       -            1.5e-45  166.8  27.9   2.5e-45  166.1  27.9   1.4   1   1   0   1   1   1   1 TraX protein n=8 Tax=Clostridium TaxID=1485 RepID=A0A2T0B9J4_9CLOT
UniRef50_A0A1I2SS55    -          YP_009664532.1       -            1.5e-45  166.8  14.0   2.8e-45  165.9  14.0   1.4   1   1   0   1   1   1   1 TraX protein n=1 Tax=Lachnospiraceae bacterium C7 TaxID=1792306 RepID=A0A1I2SS55_9FIRM
UniRef50_UPI00174AB5E5 -          YP_009664532.1       -            1.5e-45  166.8  19.5   1.8e-45  166.5  19.5   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Candidatus Schneewindia gallinarum TaxID=2721154 RepID=UPI00174AB5E5
UniRef50_R6TKT5        -          YP_009664532.1       -            1.6e-45  166.7  26.9   1.9e-45  166.5  26.9   1.1   1   0   0   1   1   1   1 Protein TraX n=1 Tax=Oscillibacter sp. CAG:155 TaxID=1262910 RepID=R6TKT5_9FIRM
UniRef50_A0A239SLE6    -          YP_009664532.1       -            1.6e-45  166.7  18.5     2e-45  166.4  18.5   1.1   1   0   0   1   1   1   1 TraX family protein n=3 Tax=Streptococcus TaxID=1301 RepID=A0A239SLE6_9STRE
UniRef50_A0A120IDK2    -          YP_009664532.1       -            1.6e-45  166.7  28.6   8.3e-45  164.4  28.6   1.9   1   1   0   1   1   1   1 Uncharacterized protein n=5 Tax=Turicibacter TaxID=191303 RepID=A0A120IDK2_9FIRM
UniRef50_R5XLC1        -          YP_009664532.1       -            1.6e-45  166.7  31.0   1.9e-45  166.5  31.0   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Clostridium sp. CAG:571 TaxID=1262822 RepID=R5XLC1_9CLOT
UniRef50_R5D8V8        -          YP_009664532.1       -            1.7e-45  166.6  17.8     2e-45  166.4  17.8   1.0   1   0   0   1   1   1   1 TraX protein n=2 Tax=Firmicutes TaxID=1239 RepID=R5D8V8_9FIRM
UniRef50_R5P6K2        -          YP_009664532.1       -            2.2e-45  166.3  23.9   2.6e-45  166.0  23.9   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=environmental samples TaxID=84372 RepID=R5P6K2_9FIRM
UniRef50_A0A7M2RJ19    -          YP_009664532.1       -            2.2e-45  166.2  16.3   2.6e-45  166.0  16.3   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Blautia sp. LZLJ-3 TaxID=2779518 RepID=A0A7M2RJ19_9FIRM
UniRef50_A0A2T4T9I2    -          YP_009664532.1       -            2.3e-45  166.2  18.0   2.8e-45  165.9  18.0   1.1   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Lachnospiraceae TaxID=186803 RepID=A0A2T4T9I2_9FIRM
UniRef50_R7L2U5        -          YP_009664532.1       -            2.3e-45  166.2  26.5   2.7e-45  165.9  26.5   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=8 Tax=Eubacteriales TaxID=186802 RepID=R7L2U5_9CLOT
UniRef50_UPI0019589A75 -          YP_009664532.1       -            2.5e-45  166.1  21.1   3.5e-44  162.3  21.1   2.0   1   1   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Clostridium saccharolyticum TaxID=84030 RepID=UPI0019589A75
UniRef50_A0A7U9RXU9    -          YP_009664532.1       -            2.6e-45  166.0  21.3   3.1e-45  165.8  21.3   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Lachnospiraceae bacterium TaxID=1898203 RepID=A0A7U9RXU9_9FIRM
UniRef50_A0A291BW35    -          YP_009664532.1       -            2.6e-45  166.0  26.3   3.1e-45  165.8  26.3   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=4 Tax=Brochothrix TaxID=2755 RepID=A0A291BW35_BROTH
UniRef50_UPI00082ABAB8 -          YP_009664532.1       -            2.7e-45  166.0  19.6   3.2e-45  165.7  19.6   1.1   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Bariatricus massiliensis TaxID=1745713 RepID=UPI00082ABAB8
UniRef50_E4QAL3        -          YP_009664532.1       -            2.7e-45  165.9  30.9   3.2e-45  165.7  30.9   1.1   1   0   0   1   1   1   1 TraX family protein n=16 Tax=Caldicellulosiruptor TaxID=44000 RepID=E4QAL3_CALH1
UniRef50_A0A2K2TM93    -          YP_009664532.1       -            2.9e-45  165.9  11.8   1.3e-44  163.8  11.8   1.8   1   1   0   1   1   1   1 Uncharacterized protein n=5 Tax=Eubacteriales TaxID=186802 RepID=A0A2K2TM93_9CLOT
UniRef50_A0A0G0Z1G3    -          YP_009664532.1       -              3e-45  165.8  25.6   3.5e-45  165.6  25.6   1.0   1   0   0   1   1   1   1 Protein TraX n=3 Tax=Bacteria candidate phyla TaxID=1783234 RepID=A0A0G0Z1G3_9BACT
UniRef50_A0A395YGN4    -          YP_009664532.1       -            3.2e-45  165.7  16.0     4e-45  165.4  16.0   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Clostridium sp. AM58-1XD TaxID=2292307 RepID=A0A395YGN4_9CLOT
UniRef50_R5QS75        -          YP_009664532.1       -            3.4e-45  165.6  21.7   4.4e-45  165.3  21.7   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=3 Tax=Firmicutes TaxID=1239 RepID=R5QS75_9FIRM
UniRef50_A0A174T4U7    -          YP_009664532.1       -            3.5e-45  165.6  18.3   2.1e-44  163.0  15.6   2.0   2   0   0   2   2   2   1 Conjugal transfer protein TrbP n=42 Tax=Eubacteriales TaxID=186802 RepID=A0A174T4U7_9FIRM
UniRef50_A0A1F4ZDP9    -          YP_009664532.1       -            3.5e-45  165.6  18.6     4e-45  165.4  18.6   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Candidatus Amesbacteria bacterium RIFCSPLOWO2_01_FULL_48_25 TaxID=1797259 RepID=A0A1F4ZDP9_9BACT
UniRef50_A0A3R6P7H0    -          YP_009664532.1       -            3.8e-45  165.5  29.6   3.3e-44  162.4  29.6   1.9   1   1   0   1   1   1   1 Uncharacterized protein n=2 Tax=Eubacteriales TaxID=186802 RepID=A0A3R6P7H0_9CLOT
UniRef50_A0A1G5EKN7    -          YP_009664532.1       -            4.3e-45  165.3  17.1   2.6e-28  110.6   4.4   2.1   1   1   1   2   2   2   2 TraX protein n=1 Tax=Lachnospiraceae bacterium XBB2008 TaxID=1520826 RepID=A0A1G5EKN7_9FIRM
UniRef50_A0A352WDJ5    -          YP_009664532.1       -            4.3e-45  165.3   7.6     1e-44  164.1   7.6   1.6   1   1   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Lachnospiraceae bacterium TaxID=1898203 RepID=A0A352WDJ5_9FIRM
UniRef50_C0FTG1        -          YP_009664532.1       -            4.6e-45  165.2  26.3   6.8e-44  161.4  26.3   2.0   1   1   0   1   1   1   1 Protein TraX n=35 Tax=Bacteria TaxID=2 RepID=C0FTG1_9FIRM
UniRef50_A0A7G9W7D2    -          YP_009664532.1       -            5.3e-45  165.0  30.6   6.1e-45  164.8  30.6   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=1 Tax=Alkalicella caledoniensis TaxID=2731377 RepID=A0A7G9W7D2_9FIRM
UniRef50_UPI00174B93F4 -          YP_009664532.1       -            5.3e-45  165.0  19.3   6.9e-45  164.6  19.3   1.1   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Faecalibacterium sp. UBA1819 TaxID=1946507 RepID=UPI00174B93F4
UniRef50_A0A037Z269    -          YP_009664532.1       -            5.7e-45  164.9  21.2   6.6e-45  164.7  21.2   1.0   1   0   0   1   1   1   1 TraX family protein n=5 Tax=Firmicutes TaxID=1239 RepID=A0A037Z269_CLOTT
UniRef50_A0A0G1BFB2    -          YP_009664532.1       -            5.7e-45  164.9  25.1   8.7e-45  164.3  25.1   1.3   1   0   0   1   1   1   1 TraX family protein n=6 Tax=Candidatus Magasanikbacteria TaxID=1752731 RepID=A0A0G1BFB2_9BACT
UniRef50_A0A1H3KXU5    -          YP_009664532.1       -            6.7e-45  164.7  14.5   1.4e-44  163.6  14.5   1.5   1   1   0   1   1   1   1 TraX protein n=5 Tax=Lachnobacterium bovis TaxID=140626 RepID=A0A1H3KXU5_9FIRM
UniRef50_A0A7V6NLS6    -          YP_009664532.1       -            6.9e-45  164.6  17.9     8e-45  164.4  17.9   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=1 Tax=Tissierellia bacterium TaxID=2049431 RepID=A0A7V6NLS6_9FIRM
UniRef50_A0A0G1VVF2    -          YP_009664532.1       -              7e-45  164.6  22.5   7.9e-45  164.4  22.5   1.0   1   0   0   1   1   1   1 TraX protein n=3 Tax=Parcubacteria group TaxID=1794811 RepID=A0A0G1VVF2_9BACT
UniRef50_A0A1M4U436    -          YP_009664532.1       -            7.1e-45  164.6  15.2   1.1e-44  164.0  15.2   1.3   1   0   0   1   1   1   1 TraX protein n=1 Tax=Atopostipes suicloacalis DSM 15692 TaxID=1121025 RepID=A0A1M4U436_9LACT
UniRef50_A0A7C9LH79    -          YP_009664532.1       -              8e-45  164.4  20.2   9.2e-45  164.2  20.2   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Firmicutes TaxID=1239 RepID=A0A7C9LH79_9FIRM
UniRef50_A0A419SP74    -          YP_009664532.1       -            8.8e-45  164.3  13.8     1e-44  164.1  13.8   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=3 Tax=Ammoniphilus TaxID=66862 RepID=A0A419SP74_9BACL
UniRef50_A0A3G1KUE3    -          YP_009664532.1       -            9.2e-45  164.2  24.8   1.1e-44  164.0  24.8   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Clostridia TaxID=186801 RepID=A0A3G1KUE3_9FIRM
UniRef50_A0A161Y4A7    -          YP_009664532.1       -            9.5e-45  164.2  27.0   1.1e-44  163.9  27.0   1.0   1   0   0   1   1   1   1 TraX protein n=1 Tax=Clostridium magnum DSM 2767 TaxID=1121326 RepID=A0A161Y4A7_9CLOT
UniRef50_A0A3A9EKZ3    -          YP_009664532.1       -            9.5e-45  164.2  12.1   1.1e-44  164.0  12.1   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=6 Tax=Eubacteriales TaxID=186802 RepID=A0A3A9EKZ3_9FIRM
UniRef50_A0A7G9GAU2    -          YP_009664532.1       -            9.7e-45  164.1  11.3   1.2e-44  163.9  11.3   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Lachnospiraceae bacterium NSJ-29 TaxID=2763667 RepID=A0A7G9GAU2_9FIRM
UniRef50_A0A416EGM1    -          YP_009664532.1       -              1e-44  164.1  21.0   1.2e-44  163.9  21.0   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Lachnotalea sp. AF33-28 TaxID=2292046 RepID=A0A416EGM1_9FIRM
UniRef50_R5G9B0        -          YP_009664532.1       -            1.1e-44  164.0   4.2   1.4e-44  163.6   4.2   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=25 Tax=Eubacteriales TaxID=186802 RepID=R5G9B0_9CLOT
UniRef50_A0A841KYS2    -          YP_009664532.1       -            1.1e-44  163.9  28.0   1.3e-44  163.7  28.0   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Anaerosolibacter carboniphilus TaxID=1417629 RepID=A0A841KYS2_9CLOT
UniRef50_A0A1H0DDR5    -          YP_009664532.1       -            1.3e-44  163.7  18.1   1.5e-44  163.5  18.1   1.0   1   0   0   1   1   1   1 TraX protein n=1 Tax=Acetanaerobacterium elongatum TaxID=258515 RepID=A0A1H0DDR5_9FIRM
UniRef50_C0EYI2        -          YP_009664532.1       -            1.4e-44  163.6  13.1   1.9e-44  163.2  13.1   1.2   1   0   0   1   1   1   1 Protein TraX n=19 Tax=Eubacteriales TaxID=186802 RepID=C0EYI2_9FIRM
UniRef50_A0A2H0TQV6    -          YP_009664532.1       -            1.5e-44  163.5  24.2   1.7e-44  163.3  24.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Candidatus Magasanikbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_47_10 TaxID=1974652 RepID=A0A2H0TQV6_9BACT
UniRef50_G5GJB5        -          YP_009664532.1       -            1.5e-44  163.5  20.1   2.9e-44  162.6  20.1   1.4   1   1   0   1   1   1   1 Uncharacterized protein n=1 Tax=Johnsonella ignava ATCC 51276 TaxID=679200 RepID=G5GJB5_9FIRM
UniRef50_A0A7U9IA72    -          YP_009664532.1       -            1.6e-44  163.4  12.6   7.2e-44  161.3  12.6   1.8   1   1   0   1   1   1   1 Uncharacterized protein n=5 Tax=Eubacteriales TaxID=186802 RepID=A0A7U9IA72_CLOS4
UniRef50_A0A4Q7PPQ2    -          YP_009664532.1       -            1.7e-44  163.4  12.8   1.9e-44  163.2  12.8   1.0   1   0   0   1   1   1   1 TraX protein n=1 Tax=Cuneatibacter caecimuris TaxID=1796618 RepID=A0A4Q7PPQ2_9FIRM
UniRef50_A0A1M7YEM9    -          YP_009664532.1       -            1.7e-44  163.4  23.0     6e-27  106.2   8.3   2.8   1   1   1   2   2   2   2 TraX protein n=3 Tax=Eubacteriales TaxID=186802 RepID=A0A1M7YEM9_9FIRM
UniRef50_D4RZ85        -          YP_009664532.1       -            1.8e-44  163.3  23.8     2e-44  163.1  23.8   1.0   1   0   0   1   1   1   1 Protein TraX n=4 Tax=Butyrivibrio TaxID=830 RepID=D4RZ85_9FIRM
UniRef50_A0A0X8VEQ3    -          YP_009664532.1       -            1.8e-44  163.3  13.7   2.1e-44  163.1  13.7   1.0   1   0   0   1   1   1   1 TraX protein n=7 Tax=Firmicutes TaxID=1239 RepID=A0A0X8VEQ3_ANAPI
UniRef50_F7V4M0        -          YP_009664532.1       -            1.9e-44  163.2  11.8   2.2e-44  163.0  11.8   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Clostridium sp. (strain SY8519) TaxID=1042156 RepID=F7V4M0_CLOSS
UniRef50_A0A7X8FRV9    -          YP_009664532.1       -            1.9e-44  163.2  23.1     3e-44  162.5  23.1   1.3   1   1   0   1   1   1   1 Uncharacterized protein n=1 Tax=Tissierellia bacterium TaxID=2049431 RepID=A0A7X8FRV9_9FIRM
UniRef50_A0A1I0VLS2    -          YP_009664532.1       -              2e-44  163.1  22.2   2.3e-44  162.9  22.2   1.0   1   0   0   1   1   1   1 TraX protein n=1 Tax=Acetitomaculum ruminis DSM 5522 TaxID=1120918 RepID=A0A1I0VLS2_9FIRM
UniRef50_A0A7C6LAH0    -          YP_009664532.1       -            2.2e-44  163.0  18.5   2.6e-44  162.8  18.5   1.1   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Firmicutes bacterium TaxID=1879010 RepID=A0A7C6LAH0_9FIRM
UniRef50_F2JHJ5        -          YP_009664532.1       -            3.3e-44  162.4  23.7   3.8e-44  162.2  23.7   1.0   1   0   0   1   1   1   1 TraX family protein n=2 Tax=Cellulosilyticum TaxID=698776 RepID=F2JHJ5_CELLD
UniRef50_A0A3E3K5I7    -          YP_009664532.1       -              4e-44  162.1  23.6   4.7e-44  161.9  23.6   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=11 Tax=Eubacteriales TaxID=186802 RepID=A0A3E3K5I7_9FIRM
UniRef50_A0A7C6HHW5    -          YP_009664532.1       -              4e-44  162.1  16.2   4.7e-44  161.9  16.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Clostridiaceae bacterium TaxID=1898204 RepID=A0A7C6HHW5_9CLOT
UniRef50_A0A2I0V377    -          YP_009664532.1       -            4.3e-44  162.1  24.7   4.8e-44  161.9  24.7   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=3 Tax=Bacillaceae TaxID=186817 RepID=A0A2I0V377_9BACI
UniRef50_D7N6T4        -          YP_009664532.1       -            4.4e-44  162.0  22.3   1.2e-43  160.6  22.3   1.6   1   1   0   1   1   1   1 Protein TraX n=4 Tax=Peptoniphilus TaxID=162289 RepID=D7N6T4_9FIRM
UniRef50_B1CAX1        -          YP_009664532.1       -            4.6e-44  161.9  30.2   1.8e-43  160.0  30.2   1.7   1   1   0   1   1   1   1 Uncharacterized protein n=2 Tax=Anaerofustis stercorihominis TaxID=214853 RepID=B1CAX1_9FIRM
UniRef50_A0A1F7JHX3    -          YP_009664532.1       -            4.8e-44  161.9  20.7   5.4e-44  161.7  20.7   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_45_11 TaxID=1802070 RepID=A0A1F7JHX3_9BACT
UniRef50_A0A3B9FZY4    -          YP_009664532.1       -              5e-44  161.8  18.4     6e-44  161.6  18.4   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=3 Tax=Firmicutes TaxID=1239 RepID=A0A3B9FZY4_9FIRM
UniRef50_A0A3A9F9I8    -          YP_009664532.1       -              5e-44  161.8  15.9   5.9e-44  161.6  15.9   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=bacterium 1XD42-8 TaxID=2320102 RepID=A0A3A9F9I8_9BACT
UniRef50_UPI00192A9810 -          YP_009664532.1       -            5.1e-44  161.8  32.5   5.8e-44  161.6  32.5   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Sporosalibacterium faouarense TaxID=516123 RepID=UPI00192A9810
UniRef50_R2SUK2        -          YP_009664532.1       -            5.3e-44  161.7  25.2   1.2e-43  160.6  25.2   1.6   1   1   0   1   1   1   1 Uncharacterized protein n=34 Tax=Enterococcus TaxID=1350 RepID=R2SUK2_9ENTE
UniRef50_A0A1M6N848    -          YP_009664532.1       -            5.3e-44  161.7  19.4     7e-44  161.4  19.4   1.1   1   0   0   1   1   1   1 TraX protein n=1 Tax=Hathewaya proteolytica DSM 3090 TaxID=1121331 RepID=A0A1M6N848_9CLOT
UniRef50_A0A352A2N2    -          YP_009664532.1       -            5.6e-44  161.7  33.2   1.1e-43  160.7  33.2   1.5   1   1   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Eubacteriales TaxID=186802 RepID=A0A352A2N2_9FIRM
UniRef50_A0A7C6JWL4    -          YP_009664532.1       -            5.8e-44  161.6  19.5   1.3e-43  160.4  19.5   1.5   1   1   0   1   1   1   1 Uncharacterized protein n=2 Tax=Eubacteriales TaxID=186802 RepID=A0A7C6JWL4_9FIRM
UniRef50_A0A1I0ARY3    -          YP_009664532.1       -            6.4e-44  161.5  16.7   7.4e-44  161.3  16.7   1.0   1   0   0   1   1   1   1 TraX protein n=2 Tax=Lachnospiraceae TaxID=186803 RepID=A0A1I0ARY3_9FIRM
UniRef50_UPI00048485FF -          YP_009664532.1       -            6.7e-44  161.4  22.9   7.9e-44  161.2  22.9   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Clostridium lundense TaxID=319475 RepID=UPI00048485FF
UniRef50_A0A1M6JE04    -          YP_009664532.1       -            6.8e-44  161.4  31.7     8e-44  161.2  31.7   1.0   1   0   0   1   1   1   1 TraX protein n=4 Tax=Firmicutes TaxID=1239 RepID=A0A1M6JE04_9FIRM
UniRef50_A0A174UMC8    -          YP_009664532.1       -            7.3e-44  161.3  19.3   1.7e-43  160.1  19.3   1.5   1   1   0   1   1   1   1 TraX n=34 Tax=Eubacteriales TaxID=186802 RepID=A0A174UMC8_9CLOT
UniRef50_A0A1C7I648    -          YP_009664532.1       -            7.4e-44  161.3  17.1   3.5e-43  159.1  17.1   1.8   1   1   0   1   1   1   1 Conjugal transfer protein TraX n=23 Tax=Firmicutes TaxID=1239 RepID=A0A1C7I648_9FIRM
UniRef50_C7NAP4        -          YP_009664532.1       -              8e-44  161.2  24.6     1e-43  160.8  24.6   1.1   1   0   0   1   1   1   1 TraX family protein n=49 Tax=Fusobacteriales TaxID=203491 RepID=C7NAP4_LEPBD
UniRef50_A0A7J4NXA6    -          YP_009664532.1       -            8.2e-44  161.1  17.6   9.7e-44  160.9  17.6   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Candidatus Bathyarchaeota archaeon TaxID=2026714 RepID=A0A7J4NXA6_9ARCH
UniRef50_A0A7X2MZH5    -          YP_009664532.1       -            8.7e-44  161.0  22.1     1e-43  160.8  22.1   1.0   1   0   0   1   1   1   1 Protein TraX n=1 Tax=Inconstantimicrobium porci TaxID=2652291 RepID=A0A7X2MZH5_9CLOT
UniRef50_A0A7X5KLQ2    -          YP_009664532.1       -            9.2e-44  161.0  10.2   1.1e-43  160.8  10.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Anaerotalea alkaliphila TaxID=2662126 RepID=A0A7X5KLQ2_9FIRM
UniRef50_A0A1M6TT81    -          YP_009664532.1       -            9.4e-44  160.9  26.8   1.9e-26  104.5  12.0   2.8   1   1   1   2   2   2   2 TraX protein n=3 Tax=Eubacteriales TaxID=186802 RepID=A0A1M6TT81_9FIRM
UniRef50_R9JF45        -          YP_009664532.1       -            9.5e-44  160.9  27.1   1.5e-43  160.3  27.1   1.3   1   1   0   1   1   1   1 Uncharacterized protein n=5 Tax=Bacteria TaxID=2 RepID=R9JF45_9FIRM
UniRef50_A0A1M6FAX7    -          YP_009664532.1       -            9.6e-44  160.9  17.0   1.1e-43  160.7  17.0   1.0   1   0   0   1   1   1   1 TraX protein n=6 Tax=Lachnospiraceae TaxID=186803 RepID=A0A1M6FAX7_PSEXY
UniRef50_A0A373BEZ9    -          YP_009664532.1       -              1e-43  160.8  11.0     1e-43  160.8  11.0   1.7   2   0   0   2   2   1   1 Uncharacterized protein n=19 Tax=Eubacteriales TaxID=186802 RepID=A0A373BEZ9_9FIRM
UniRef50_X8K3D9        -          YP_009664532.1       -              1e-43  160.8  19.4   1.2e-43  160.6  19.4   1.0   1   0   0   1   1   1   1 Protein TraX n=2 Tax=Clostridiales Family XIII. Incertae Sedis TaxID=543314 RepID=X8K3D9_9FIRM
UniRef50_A0A084J846    -          YP_009664532.1       -            1.1e-43  160.7  24.6   1.3e-43  160.5  24.6   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=6 Tax=Clostridium TaxID=1485 RepID=A0A084J846_9CLOT
UniRef50_A0A3D4LRP6    -          YP_009664532.1       -            1.1e-43  160.7  18.8   1.3e-43  160.4  18.8   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=7 Tax=Eubacteriales TaxID=186802 RepID=A0A3D4LRP6_9FIRM
UniRef50_A0A5R8Q9F0    -          YP_009664532.1       -            1.2e-43  160.6  28.0   1.5e-43  160.3  28.0   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Culicoidibacter larvae TaxID=2579976 RepID=A0A5R8Q9F0_9FIRM
UniRef50_UPI00174B7D84 -          YP_009664532.1       -            1.3e-43  160.5  24.1   1.6e-43  160.2  24.1   1.0   1   0   0   1   1   1   1 fimbrial assembly protein n=1 Tax=Candidatus Alloruminococcus vanvlietii TaxID=2720827 RepID=UPI00174B7D84
UniRef50_U2JWW9        -          YP_009664532.1       -            1.3e-43  160.4  15.8   1.5e-43  160.2  15.8   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=4 Tax=Eubacteriales TaxID=186802 RepID=U2JWW9_9FIRM
UniRef50_A0A1Q6TK90    -          YP_009664532.1       -            1.4e-43  160.4  22.6   1.6e-43  160.2  22.6   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=3 Tax=root TaxID=1 RepID=A0A1Q6TK90_9FIRM
